id,description,ratingCategory
1677,"
This was initially matured in American white oak barrels before spending an unspecified finishing period in port pipes. The nose is soft and fragrant, with vanilla, red berries, toffee, and ultimately, damsons. Viscous on the palate, with blackcurrants, plums, port wine, and cinnamon. Lively spices, coffee grounds, Seville orange, and dry oak in the finish.",1
4434,"
Standard blends fall into two categories: those that will behave nicely when mixed to offer almost non-whisky experience, and those that are feistier and want to make sure you know they’re there. This is the former, and with whiskies like this one, it’s possible to blink and miss it. That doesn’t make it bad; just indistinctive and unexceptional. There is little sign of the wood here, but the delicate, sweet apricot notes just do enough.",0
156,"
The other whiskeys in the Antique Collection get all the attention but, for the past few years, Eagle Rare 17 year old has been very impressive. This year’s edition features vanilla taffy, caramel almonds, maple syrup, and candy corn, with balancing notes of polished leather, summer fruit, a dusting of cinnamon, mocha, and soft mint. The flavors are nicely integrated with good depth. A rock-solid effort that will not disappoint.",1
4971,"
Barely-aged white whiskey. Light, sharp fruit (brighter than the High West Single Malt), a brittle sweetness, new-make greenness. Quite smooth, even a bit creamy, with a light float of vanilla and a hit of grain in the middle. It all wafts away on a razor-edged cloud of a finish. Smooth for a white, but I'd like more substance.",0
3914,"
What begins as a banana, oat, and Malt-O-Meal delight turns into honey and potato chips. This is followed by cookie dough, dark cherries, sweet-potato chips, beets, dehydrated pineapple, pine nuts, and oak. Its medium finish offers a mouthful of banana. If you love banana, you’ll love this whiskey.",0
246,"
Aromas of corn meal, corn muffins, and buttered toast on the nose, along with vanilla frosting, warm raspberry tart, nuttiness, and polished oak. A big palate offers baking spice, vanilla ice cream, blackberries, and coconut shavings. A long finish of rich caramel, chocolate, cracked pepper, and roasted coffee beans, is completed by a final note of cigar ash. Warm and inviting, as the sweetness melds gracefully with dark fruit and spice.",1
4126,"
Originally exclusive to the Swedish market, this expression was selected by Highland Park’s Danish brand ambassador Martin Markvardsen. Matured in a combination of 70% bourbon barrels and 30% oloroso sherry casks. Waxy and malty on the early nose, with fresh earth, damp moss, vanilla, and honey. Gentle peat on the palate, more earthy notes; herbal, with lime and salt. The finish is quite short, showing apricots, slight peatiness, allspice.",0
2153,"
Pale gold color. Bold aromas of sweet wort, seaweed, and peat bonfires. Medium bodied and slightly oily in texture. Malty sweet flavors up front, followed by peat and seaweed, then taken over by a huge rush of peat smoke that never seems to end. A sweetness stays with the whisky throughout to help balance the peat smoke.",1
4894,"
A 10 year old single malt whiskey bottled for Pete St. John by Glendalough musters a low-key olfactory range with reference points of malted barley, sawn oak, and soft fudge. A woozy haze of toffee buttercream, vanilla, and clotted cream hang on a light structure. The flavor has limited room to maneuver, roaming around a palate of sponge cake, fudge fingers, and ginger snaps before it putters out with a dry, fleeting finish. €60",0
1153,"
At first, it’s truly American candy: melted chocolate-covered almonds and coconut. Then, it’s cinnamon, toffee, butterscotch, gingersnap cookies, red pepper, and Rice Krispies. This mouth-coating offers lingering baking spices throughout. A drop of water offers even more complexity, with pronounced caramel chew notes developing. With or without water, a complex and long finish awaits with hints of jalapeño chocolate.",1
4368,"
Distilled in 2008, this is the youngest whiskey in the group. A vast departure from last year’s release — which was delicious — particularly on the palate. This year’s is thinner and less complex, with unintegrated spice, botanical, and vegetal notes dominating. Yes, there’s some honey, vanilla, bright fruit, and a hint of toffee, but it doesn’t help. Easily the weakest whiskey in this year’s Antique Collection, and a bit of a disappointment.",0
4675,"
Not satisfied with trying different levels of peating and cask types, the folks at BenRiach are also utilizing triple distillation. This expression has spent three years in oloroso sherry butts, although for me there’s more a mix of honey and cream, and light orchard fruits than any overt fruitcake. The palate is clean and fresh and lifted. Good energy. £50",0
3307,"
Oak-forward from start to finish, with aromas of new wood, fresh and dried flowers, oranges, candy apple, cherry soda, and iced tea. Wood, fresh apple, semi-dark chocolate, orange, iced tea, chamomile, and a sweep of spices roll into a cinnamon, clove, and chocolate finish that remains oak-dominated.",1
842,"
The 2018 Ardbeg Day limited-edition bottling includes a proportion of spirit matured in red wine casks which have been heavily charred, leaving deep grooves in the surface of the oak. Fragrant soft smoke, warm leather, and salty red berries on the nose; background charcuterie. The palate offers red berry fruits, vanilla, dense peat smoke, brine, and asphalt. Beach bonfires and black pepper in the sweet finish.",1
2524,"
Very robust and chewy-this whisky has plenty of gusto-with notes of toffee, vanilla cream, bitter chocolate, powdered cocoa, and almond fig cake. Background citrus (especially on the nose), tobacco, and polished leather. Nice depth for such a young whisky, and very exciting. 
",1
993,"
This dark, chestnut liquid exudes wafts of rose hip, dense fruitcake, sliced fig, cherry, oak, Brazil nut, and earthy, fragrant damp moss within the rich sherry complexity. A voluptuous, palate-saturating whisky, with burnt orange, ginger spices, star anise, dried fig, and ripe purple plums, concluding with chocolate truffles. It’s a rollicking good blend, dripping with sherry notes, and leaves a deep glow far back in the palate. You’re going to love it. (1,428 bottles) £120",1
3443,"
Brought back as an annual limited edition to satisfy the cravings of those who like their peat full-on and never understood why Lagavulin moved to 16 years of age, this is the Kildalton coast single malt at its most boisterous. Aromatically, it blazes a seaweed-strewn, zigzag pathway between sea, shore, and land: bog myrtle and samphire, beach bonfire, sea spray, and melon before, with much-needed water, there’s slow-burning Latakia pipe tobacco and Lapsang Souchong tea.",1
2289,"
Ages range from 4 to 16 year old whiskeys; seven types of cask, 100% malt (mashed at Sierra Nevada Brewing). Solid, hefty malt nose with fruit dressing and a fleeting hint of baking spices. A much weightier, more serious whiskey this year; the malt is meaty, savory, with an edge from the wine oak, and even a hint of brine toward the end. I miss last year’s balance and relaxed nature, though; there’s an air of trying too hard here. (3,000 bottles)",1
3018,"
I always think that having “dull” in the middle of its name doesn’t do this distillery any favors. This is anything but; instead this is a fresh and vibrant example that brings on a Whitmanesque reverie of chewing on leaves of grass: sappy, fresh chlorophyll, coumarin, lime. These scented grasses—now vetiver—remain in charge on the tongue. A rolling prairie in the mouth, and best neat.",1
1283,"
This replaces the 21 year old expression. Initially matured in bourbon and second-fill American oak casks, and then in Spanish oak oloroso butts. Rich, warming aromas of cinnamon, honey, oak, and milk chocolate. The chocolate darkens on the full palate, with contrasting ripe pears and crème brûlée. A hint of brine, along with citrus fruits and light oak in the lengthy finish.",1
1883,"
This expression is described by the distillers as “the heart of our range.” Matured in virgin oak, Pedro Ximénez, and oloroso casks. Oily on the nose, with ripe banana and a hint of oak. Quite full-bodied and slick on the palate, with vanilla, honey, and almonds. Milk chocolate and lime in the medium-length finish.",1
1219,"
There have been a lot of old, heavily sherried, independently bottled Glen Grant whiskies on the market over the past several years. This one appears to be from a refill sherry cask, as its influence is more subtle. It has aged well, showing no excessive oak, but plenty of fruit (summer fruits, dried citrus, stewed fruits, tangerine, golden raisin), balanced by polished oak, grape skin, and subtle dark chocolate. Distinctively pleasing. Don’t add too much water, though, as it breaks down. (A Kensington Wine Market exclusive.) $500 (CAD)",1
2636,"
Delicately floral (lavender, rose) and perfumed, with notes of chamomile, hay, soft vanilla and gentle malt. Creamy and soothing, with a gently dry finish. Lots of depth for a lighter weight whisky. A lovely aperitif. I feel Rosebank is freshest and best when it is young. With the distillery closing in 1993, now’s the time to act, and this is one of the better bottlings I’ve tasted. 
",1
1458,"
Peach, meringue, whole apple, runny honey, vanilla, eucalyptus, and spices that are just about to burn in the pan. Lively and fresh Highland whisky flavor proffering sweet honey, cooked apple dusted with icing sugar, lime zest, and a supportive lift of vibrant spices before diffusing into sugary squares of Scottish tablet. Water accentuates the peppermint in the finish and brings out sugary chocolate-mint flavors. One not to miss.",1
3060,"
I’ve known Loch Lomond has been making some peated expressions, and it’s nice to finally see (and taste) some product being bottled with this whisky and its sibling Croftengea, reviewed below. This is my choice of the two, with greater (and more richly textured) flavors to accompany the peat. The smoke is balanced (and tamed) nicely by sweet notes of creamy vanilla, honey, gristy malt, hay, and subtle fruit and spice. The finish remains balanced and lingers with a smoky, lightly salty tang. Fresh and youthful, yet still nicely matured at 13 years old, and a nice alternative to smoky Islay whiskies. 
",1
3882,"
Master of Malt is an online whisky company that seems to try its hand at most things and is bringing a fresh irreverence to the world of whisky. This was created in partnership with the bass guitarist of British rock band Athlete, and it's rather good. Sweet and rich with toffee, orange chocolate, and honey, it's another blend with a lot to say for itself.  £55",0
3067,"
Explorer Jock Wishart’s successful ‘Row to the Pole’ expedition is celebrated with this 3,000 bottle commemorative edition matured in ex-American and ex-Spanish oak sherry casks selected by distillery manager Malcolm Waring. New-mown grass, ripe apples, brine, and a whiff of Arbroath smokies on the nose. Citrus fruit, spices, and milk chocolate on the palate, with sherry lending gravitas. The finish is sweet, full, and lengthy, with brine returning at the last. £20 (350 ml)",1
3209,"
Generous proof and just 3 years of age mean this is no wallflower whiskey. Peppermint, white flowers, leather, and Pine-Sol aromas turn gingery on the palate, revealing bold rye spice, root beer, licorice, cinnamon sticks, and pine boughs. Good intensity, if a touch brash.",1
308,"
The newest offering from the impressive Balvenie vintage cask line. Honey, caramel custard, and Seville orange notes, with evolving -- and increasingly noticeable -- dried spice, oak resin, and leather that integrates well with the sweet, fruity notes. Incredible depth and complexity. The Balvenie vintage reputation remains intact.",1
2617,"
Amber copper color. Very mature aroma of oak, damp earth, peat smoke, licorice, soft citrus, and seaweed. Full-bodied and somewhat oily. A gently sweet vanilla note up front-albeit very briefly-then a quick flash of citrus fruit and seaweed. After that it's a battle between peat smoke and oak, with the oak ultimately winning. Very long, dry, smoky finish.",1
2968,"
This single sherry cask bottling from Arran was distilled on February 17th, 1997, being bottled on February 5th, 2014. The nose opens with a hint of malt vinegar, followed by sherry and sultanas. More floral with time. Full-bodied, with spicy sherry, figs, and raisins. Long and spicy in the finish, with fruity sherry to the end. (U.S. only)",1
2100,"
The maturation regime of this Clynelish involves first-fill American oak barrels, rejuvenated and refill American oak hogsheads, plus bodega and refill European oak butts. The minimum age in the assemblage is 15 years, and 2,946 bottles are available.  A complex, perfumed nose, with scorched grass, developing vanilla fudge, and freshly-peeled orange. Classic Clynelish waxiness on the palate, with toffee, more orange, peach, digestive biscuits, cinnamon, and developing pepper. The lengthy, creamy finish features chocolate-coated orange candy and ginger.",1
4178,"
From the Balmenach distillery. (The previous bottling of this whisky was from a sherry cask. This one is from a bourbon cask.) Mouth-coating in texture. Ripe barley and malty up front, ultimately transitioning to a clinging dryness towards the finish. Notes of vanilla cream, toasted coconut, marshmallow, cut grass, honeydew melon, and lemon/lime. A pleasant, textural whisky. (Bottling at 46% and not chill-filtered enhances this.) My question: why sherry cask or bourbon cask? I think a marriage of both types of cask would add more dimension and complexity.",0
3411,"
Lemonade, hints of aniseed, and putty on the nose. Tropical fruits, spice, and milk chocolate on the palate. The finish is medium in length and spicy, with a hint of licorice. ",1
4367,"
A much-beloved malt in the U.S. Some say it’s because it is easy to pronounce (though having said that, remember it’s ‘OH-bin’ and not ‘O’Bahn’). I’d prefer to think its popularity is because there is something about the fresh cleanliness of the nose, its orange oils, chocolate, and zesty-zingy and yes, occasionally salty spiciness that is instantly appealing.",0
5036,"
Very light in aroma and flavor. There are no off flavors. It’s just uninspiring. Delicate notes of vanilla custard, honey, caramel corn, sweet corn, and subtle fruit. Fleeting finish. ",2
3144,"
Sullivans Cove whisky is matured in French oak and bottled as single cask offerings, and there is a big variation in taste. As a rule of thumb, though, anything with a number higher than 330 is worth checking out. This is a standout, moving away from the Speyside-style fruitiness of some casks toward treacle, chicory coffee, and burnt hazelnut on the nose. The taste has apricot, sweet orange, honey, cinnamon, and menthol, and the finish is soft and light. A$95",1
2089,"
Like the Clynelish 14 year old also reviewed in this issue, it is nice to see Diageo finally introduce official distillery bottlings of Caol Ila here in the U.S. (after being available in the UK for many years now). My suitcases were getting quite heaving on my return trips from Scotland. This is a splendid Coal Ila. It is wonderfully vibrant. Understandably, the immediate impact on the palate is the peat smoke, but there's so much else going on here, too: smoked olives, seaweed, salt and pepper, all placed on a gently sweet bed of toffee and vanilla fudge. Lingering smoke, olives, and seaweed on the finish.",1
2728,"
This is whisky made in a European style; don't expect scotch. Reset your taste buds, free your mind. This is 6 years old and spent five and a half of them in a beer barrel—the whisky is made from an award winning beer—and six months in a Merlot wine cask. It's fabulous. Honeycomb, creamy toffee caramel, European sappiness. It's slightly flabby, like an overfed but much-loved puppy. €35  ",1
569,"
I am amazed by how many old, sherried Glen Grant whiskies have been released to the market in the past ten years. (Did the distillery owners at the time also own sherry bodegas, or what?) Anyway, some of these have been dark, decadent, and delicious, and I’ll put this whisky in that category. Chestnut colored, with lush fruit, treacle, dark chocolate, leather, tobacco, roasted walnuts, and cherry cough syrup. A complex, well-structured whisky. 
",1
1599,"
The same mashbill as its sister brand Old Forester, Woodford Reserve is an unknown combination from Brown-Forman’s Louisville and Versailles distilleries. There’s no age statement, but Woodford is around 7 years old. The key here is balance. One note never overtakes the other; nutmeg, mango, baked apples, cinnamon, blueberry pie, and vanilla seem to walk in perfect harmony. Then we find the gingerbread, caramel, and vanilla jumping into layers of smoke and spice.",1
2736,"
There’s little quality Port Dundas being bottled, so don’t pass up the opportunity for this one. It evokes aromas of grated milk chocolate, grilled pancakes, apricot, mango, and poached pear Jell-O, with spice notes of ground cumin, cinnamon, and nutmeg. This is simply delicious: a honey pot of sticky sweetness. A rich, cask strength grain whisky with notes of mandarin and candied jellies. A dash of water enables the sweet, creamy flavors to swirl around the mouth. £64",1
3096,"
This is the third in a trilogy of limited releases from Tomatin, featuring the different cask types used to mature components of the standard, lightly peated Cù Bòcan variant. It follows Sherry Edition and Virgin Oak expressions. Initially, crisp green apples on the nose, then developing vanilla and caramel. Sweet, smoky apple and cinnamon. Soft and sweet on the early palate, with quite dry smoke evolving along with dark spices. Licorice and aniseed in the finish, with a citric tang. £50",1
1450,"
An American single malt whiskey that brings together the sensibilities of American craft with traditional Scottish and Irish styles with great result. Hogshead’s nose is bright and acidic, with pear, apple, maple, cinnamon, and malted grain. The palate is much spicier than expected, but enjoyably so, with black pepper, oak, cinnamon, and clove mixing well with honeyed malt and pear. The finish is long and slightly dry with a dash of heat. An impressive entry in the craft category.",1
998,"
Tucked away in the small Alberta town of High River, Highwood distillers has made large volumes of Canadian whisky and dozens of other distilled beverages since 1974. Undaunted by recent flooding and with more than three decades of aging whisky on hand, the owners recently decided to emphasize premium whiskies. Ninety, the latest of these, is simply gorgeous. Crispy clean oak, dark fruit, butterscotch,
corncobs, and nutmeg precede candy cane, sour fruits, cinnamon, ginger, and citrus pith. (Canada only) C$48",1
783,"
This single-estate rye whisky, Scotland’s first rye in over a century, lets you lose yourself in deep clove spiciness, dark chocolate, Brazil nut, orange peel, and aromas of pressed cigars. The flavor is astonishingly good, with marmalade, old-fashioned toffee, rye bread, and toasted malt biscuits before a shower of clove spices breaks through, with dark toffee, treacle, chocolate, and pepper leading into a long finish of toffee and spice.",1
3649,"
Is it whiskey? Sorghum’s a grain, but sorghum syrup is pressed from the stalk of the plant. But HighWire Distilling uses Muddy Pond sorghum syrup, which mashes the grain in with the stalk. So…we’ll say yes, whiskey. Spritely on the tongue: lively and quick, sweet but spicy with oak, and not an off note. Crying for a cube and a shot of seltzer. Whiskey? Probably. Good? Yes!",1
933,"
No prizes for guessing where the peated Islay quarter casks used for finishing came from, but this beautiful whisky has firm, sooty charcoal smoke, impressive maritime characteristics, and aromas of fresh lemon, mandarin, and buttered toast. Sweet citrus with a buttery mouthfeel, and generous smoke and spice. Beautifully weighted, it ends with darker fruits, chocolate, and spicy smoke on the finish. Love it!",1
4187,"
Nice color for a 10 year old. Puffing peat off the glass, with briny notes and sweetness: promising. The promise is kept in the mouth, too. It’s all there: peat smoke, brine, good round malt, some fruity notes in the finish, and a nice creamy texture. There’s a bit of astringency, and it’s hot for the proof. Still, a very convincing American iteration of a peated single malt, especially at this age.",0
4662,"
What happens when 8 year old bourbon rests in a bourbon barrel-turned-rum barrel for 14 months? This is it. Muted caramel, vanilla, and spice meet salt, dried fruit, and almond extract, with a short cereal grain finish. An open mind will find this interesting. But for the traditionalist, this isn’t bourbon. I applaud the rum cask use, but this barrel appears not to be the perfect marriage for my glass.",0
1074,"
This elegant, well-balanced Dingle is created from whiskey matured in bourbon, sherry, and port casks which bring out orange zest, cherry gummies, vanilla, strawberry, barley sugar, and a good rub of ground aromatic spices on the nose. Baked fruits, taffy, strawberry, raspberry coulis, clove, and pepper open up, leading to shortbread sweetness, candied peel, and more sherry fruit, while perky spices are left to carry through on the finish. (12,000 bottles)",1
334,"
The tenth limited release of Grandeur was matured in a mix of Pedro Ximénez and oloroso sherry casks. It offers a nose of ginger, raisins, old leather, smoky orange, blackcurrants, and walnuts. The palate is voluptuous, with full sherry notes, figs, dates, cinnamon, and cloves. Licorice and spicy dark chocolate in the lingering finish. (240 bottles for the U.S.)",1
4109,"
Oloroso Finish has spent 16 months gaining additional maturation in oloroso casks. The use of sherry wood has lent the nose a greater sweetness, with vanilla, dates, apples, and cinnamon. Floral, spicy notes, with toffee, ginger, and sweet sherry on the palate, giving extra body and resonance. The fruity finish is of medium length, with mixed spices and white pepper. £45",0
1658,"
Matured in first-fill sherry, bourbon, and French wine casks. Clean and fresh on the early nose; crisp green apples, vanilla, and floral notes, with just a hint of maritime influence in the background. Smooth on the palate, with spicy pear, honey, and ripe peaches; soon quite drying. The floral finish lingers, with spicy honey, drying spices, and ultimately a hint of smoke. (18,000 bottles)",1
640,"
Aged in a refill American oak cask. Quite lively for its age, and the oak (surprisingly and happily) plays a supporting role rather than dominating. Creamy and mouth-coating, with vanilla wafer, coconut cream pie, caramel, nougat, and bright fruit (sultana, apricot, tangerine, and pineapple in syrup). Soothing finish. A very nice whisky. (Not available in the U.S.)£450",1
5055,"
Given the Beam house character of cinnamon, I thought this was redundant till I got a whiff of the sweet cinnamon coming off this, like a tea made from Red Hots candies. The drink itself is thickly sweet, and more of the hot cinnamon candy overwhelms anything else; the bourbon is largely lost here. If anything, the finish is even more heavy-handed.  ",2
3001,"
When this first appeared I found it too sweet, which was strange, as the finishing period is in dry oloroso casks. This most recent iteration sees the finish better integrated. There’s more spiciness than on the standard 14 year old, while the fruit seems plumper: more apricot and kumquat. The waxiness is there but the candle is scented. It still clings to the tongue, but there is an added nutty, oxidized character. A marked improvement.£47",1
3071,"
Port Ellen whiskies are getting pretty rare (and expensive). This one is softer and less vibrant than others that I’ve tasted, but still very much Port Ellen, and still enjoyable! Notes of coal tar, rooty licorice, toffee, dark chocolate, and nougat, with background citrus gumdrops, ginger, brine, seaweed, peat bog, and damp oak. I think bottling this at 46% without chill-filtering, or perhaps even cask-strength, would have helped the flavors “zing"" (and elevated my rating).",1
4696,"
A whisky very typical of this distillery, which has been silent since 1998. Rich and thick on the nose and palate; oozing vanilla, ripe malt, cotton candy, powdered sugar, new-mown hay, and lemon tart. Cinnamon, evergreen, and a wisp of smoke round out the palate. An evolving whisky -- starts out heavy and sweet, then turns clingingly dry. A fun, rare whisky for a reasonable price.",0
2172,"
An unusual vintage bottling of Old Pulteney, in that maturation occurred in a mix of American bourbon casks and Spanish sherry casks that previously held heavily-peated whisky. The nose opens with a whiff of ozone; then lemon, vanilla, and coconut appear, along with fleeting wood smoke. Intense tropical fruitiness merges with milk chocolate, lemon sorbet, and lively spices on the palate. Spicy milk chocolate with a citric and softly peaty tang in the finish.",1
3931,"
A straightforward bourbon with no flaws. Nicely balanced flavors of fruit (mandarin, apricot, pineapple), gentle sweetness  (honey, vanilla, caramel), and soft spice (cinnamon, mint). Gentle finish. Nice enough to drink straight in a pinch, but it comes across as more of a mixing bourbon to me.",0
4669,"
Highland (Isle of Arran) single malt scotch Color: Straw Gold Aroma: Youthful. Pears in syrup, honeysuckle, and vanilla with a hint of caramel and citrus. Palate: Vibrant, somewhat youthful flavors that echo its aroma, finishing slightly sweet and a little fiery (because of its age). General Comments: The lack of chill-filtering certainly makes this whisky more flavorful and dynamic than its filtered brethren. It also tastes a little more mature. This shows how a whisky can be affected by chill-filtering. I expect this whisky to continue improving with additional aging. Available nationwide.",0
2003,"
A ripe proposition, the fruit and the smoke locked tightly together like interwoven fingers. Peaches, melon, baked apple, fresh mango, and sugar strands with a supporting role of red berries. With a malt content exceeding two-thirds, the full-bodied palate is sweet as brown sugar, with mandarin tartness, apple, and red licorice meandering to a vinous finish of red berry fruit. With its cheeky Glasgow landmark on the label, this permanent addition to the GKS range is pure gallus.",1
2552,"
The now-annual unpeated release shows its high strength on the nose, but under the burn is a clean, mineral, and slightly lean Caol Ila with just a tiny whiff of smoke. A mix of grassiness/herbal notes, with delicate white fruits that plump out into tinned fruit salad, gooseberry, and fresh pineapple. The palate is sweet and cake-like, while the heat enhances its salty tang. Delightful, sweet, and long. (10,668 bottles)",1
4634,"
Smells kind of…Canadian. Light caramel, sweet candy, and a bit of oak. Light and sweet on entry; not cloying, with some hints of vanilla and fresh-sawn cedar. Body seems to thicken as it hits the tongue, and the finish spreads and hangs: sweet, with that very light cedary note. Simple, sweet, but not overly complex. Sourced whiskey.",0
892,"
A vatting of three first-fill American oak casks, for me this is the most lifted and effusive of the ongoing Cellar Collection range. The nose is full of aromas of anise, blackcurrant leaf, honeysuckle, jasmine, frangipani flowers, and a subtle almond sweetness. The palate continues in similar vein with more spice and just sufficient oak to add distinct structure and a coconut character. Sublime. It won’t, however, be released in the U.S. £1,000",1
472,"
Big vanilla and toasty oak meet the generous sweetness of overripe plums and cooked fruits, like canned peaches and marmalade. The deep char aromas suggest toasted marshmallows and bananas Foster, with glints of rose petal. The flavors pour forth like dense fruit preserves, coupled with sweet dried corn, whole-grain toast, and waxy notes of paraffin and honeycomb. A richly layered, complex rye with dried herbs and strawflower on the finish.",1
994,"
Definitely one to taste. The nose offers up allspice, moderate peat smoke, pomegranate, dried peel, and ground almonds. The palate is superb; milk chocolate caramels, assertive smoke, and peppercorn, then a slow, warm slide into coffee, cocoa, and licorice, becoming lush and velvety in texture. Paradoxically, the more diluted it becomes, the thicker and more substantial it seems to taste. Long finish of coffee and chocolate. (Batch 4)",1
3262,"
Pär Caldenby makes this 45 ppm peated island whisky off Sweden’s west coast, maturing it in 110L capacity virgin European oak and Bordeaux casks. Lemon bonbon, vanilla pod, crisped bacon rind, and burnt toast crumbs are backed with a blackberry note. The longer I nose, the more the peat edges over the sweetness. Syrupy with an intense alcohol flare: apple, lemon, and vanilla sponge, but dilutes to ground ginger, citrus, and herbal notes. The smoke is unobtrusive. Young, promising, and gutsy. SEK 1276",1
3266,"
Spicy, buttery nose (“aged six months with oak staves”) with some oak plank notes. Hey, that's pretty tasty! Rye character is spicy, forward, and flows surely right into the nicely warm finish. Michigan-grown rye done in a pot still in downtown Detroit, about a mile and a half from the Hiram Walker plant. Good young rye; one to watch.",1
533,"
This smells of rich toffee and caramel draped over leathery oak, and warm apples, with a touch of paraffin that evokes age. The body is quite generous—full and creamy—as flavors of maple candy and chocolate-covered cherry are nicely punctuated with red-pepper spice. Dense fudge-like flavors and lively citrus oils lead to a finish of black pepper and baking spices.",1
3558,"
Oddly smoky nose that grows on you — this is blue corn smoked with Texas scrub oak — you can smell burnt oak and light wreathings of corn. The first jolt is jalapeño without the heat, followed by a cornbread rush with a very light riff of smoke. The smoke builds to the finish and curls nicely around the corn. A very different whiskey experience; one I could get to like (could I try some with a plate of brisket?). ",1
1196,"
An unusual, but very fine, Bruichladdich, with sweet, chewy toffee notes I often associate with Speyside whiskies, not Islay (although I have tasted a few older Bunnahabhain whiskies that were like this). Layers of marzipan and chocolate fudge also emerge, and I even pick up some apple and black cherry fruit in the background. Bruichladdich's ""sea breeze"" freshness rises through the chewy sweetness and provides balance and complexity.",1
3617,"
Remarkably rich color, indicative of a first-fill cask. A clean if hot nose with carpenter’s workbench, Comice pear, and lots of oak. Aultmore’s acidity comes through on the palate, with its zingy intensity cutting through the wood and achieving a certain balance. The palate shows a mix of fruit and wood sugars. Young certainly, but bottled at the right time given the intensity of the wood element. Water makes it more sappy and summery. Not hugely complex, but fun.",1
4165,"
Light gold with a very fresh and slightly ozonic nose that brings to mind Thai herbs: lemongrass, galangal, as well as lime. Just slightly nippy when neat. The palate is equally intense, but with a central sweetness. Water cuts down this razor-sharp intensity, adding a softer mid-palate texture, while the finish remains slightly mineraly. A decent aperitif Bunna. £97",0
3883,"
Master of Malt has accumulated quite a trophy cabinet for their work on blends. The nose is inviting, with butter toffee, Bramley apples, fennel seeds, cut lawns, and chocolate-covered oat biscuits. It’s a pretty smooth proposition, serving up caramel maltiness, stewed apple, and orange and grapefruit pith, with just a hint of sharp lemon freshness to open up with. The ginger finish is zappy but short. A solid, everyday blend.",0
443,"
You are missing a trick if you don’t snap up these small batch blended malts when you see them. Savory beef juices, black fruits, particularly black currant, loose Keemun tea, and dense oak characteristics. Sweet baked orange with notable alcohols initially, then tangy with caramelized brown sugar, butterscotch, dark rum, Brazil nut, pepper, cacao, and black currant puree. With water, it tastes deliciously of chocolate. A serious heavyweight whisky.",1
3023,"
Here, a new solera vat is home to a Glenfiddich that has been exclusively aged in sherry casks, and shows its origins with deep, black fruitiness, orange peel, and sultana. The signature pears of ’Fiddich
here are dried and sit next to moist fruitcake. Ripe and long, with toffee, a pleasant wisp of sulfur, and blackberry. An easy-going sherried style that’s ideal for the beginner. (Travel Retail exclusive.) £49/1 liter",1
3893,"
The Nant estate is self-sufficient for about a third of the barley it needs to make its Tasmanian Highland malt whisky. Nosing reveals a lemon tree, light summer fruits of melon, lychee, and grape, floral honey, barley, sliced almond, fragrant vanilla, and a powdering of spices. Well-structured and full bodied, there is blossom honey, baked lemon, Murray mints, fresh water mint, green fruits, and sweet vanilla. It slips down beautifully, coating the mouth, leaving light spice and dark sugar. A$165",0
4427,"
I'm really excited that new world whiskey makers and independents are challenging the way we think about whiskey. But there are concerns, too, such as flavored whiskeys, and white spirit sold as the finished article. Poitín is an Irish pauper's spirit made illegally, so legal definitions are patchy. It is normally made with potatoes. This is a mix of new make Irish single malt and new make Irish grain. It tastes like new make Irish whiskey. End of story.",0
3198,"
Think corn: roasted, canned, creamed, mashed, pan-fried, in salsa, and in bread. The corn pops early and often. This complements hazelnut, caramel pudding, and baking spices. A drop of water really opens this up, softening the corn-heavy notes and bringing forth fruits and spices. Even the finish is better with water. Perhaps this whiskey was meant to have a lower proof.",1
3516,"
This is finished for 8 months in tawny port pipes and is quite restrained on the early nose, opening up to reveal rose petals, milk chocolate, and double cream.  The palate is floral, with raisins  and red currants. Drying in the  finish, with peppery oak and  cinnamon.",1
987,"
A few years ago, Alberta’s Highwood distillers purchased all the remaining stock from Potter’s whisky brokerage just over the Rocky Mountains in Kelowna. With it, Highwood skillfully created a sumptuous, limited-edition bottling that is as sweet, smooth, and creamy as French vanilla ice cream, and richer in fresh clean wood than a carpentry shop. Dried cloves and red cedar balance real maple syrup and butterscotch which, in turn, dissolve into sweet white grapefruit. (Alberta only) C$52",1
1957,"
This dials up the aromas so high it could freshen up a stadium. After a riot of bright fruits, paradise slice, nutmeg, cinnamon, dates, and raisin, the palate becomes awash with apple and rose hip, though the strength makes it a wild ride, the tongue is conquered into submission. Diluted, it shines with vanilla sponge cake, plum, malt, and spicy nutmeg. Beautiful whiskey, just needs to be pegged back a bit. €65",1
3638,"
It begins innocently enough. Ripening strawberries, cotton candy, and fudge on the nose, but with an undertow of devil-may-care spiciness. Soft mandarin citrus, vanilla fudge, sponge cupcakes, and a decent wedge of malt form the core of the palate; the spice is disappointingly mild considering the potential of the first sniff. Sweet and syrupy finish. Still, solid enough to make your world better at the end of a hard day.",1
404,"
Rich and intense nose, with paradise cake, honey, dried apple, plum, and crème d’abricot. The mouthfeel is dry, nutty, and fruity, with a silky consistency. The cask strength is more noticeable here, but as it dissipates, there is some late complexity of plum skin and coffee bean with wave after effortless wave of flavor lasting for minutes on end. Finish is hot and nutty, with moist coffee grains. (499 bottles)",1
