id,author,description,price,ratingValue,pert_alcohol,category
1852,John Hansell,"Aged in American oak for 14 years and then finished off in Spanish sherry butts for several more. A rich, lush, sherried Dalmore expression. Fruity notes of succulent orange, strawberry rhubarb tart, and sultana, on a bed of toffee and vanilla. A peppering of cinnamon, lemon rock candy, chocolate-covered coffee bean, and lavender adds complexity. Perhaps a little heavy-handed with the sherry, but still, it’s a solid effort and a Dalmore to enjoy after dinner or as a nightcap.",150.0,87,43.0,1.0
1853,Gavin Smith,"Comprising 100 percent whisky matured in oloroso sherry casks, the Tay Dram is fresh and vibrant on the nose, with fruit and toffee. Fuller bodied than the Tweed or Dee Drams, with more overt evidence of sherry, followed through by honey, almonds, coffee, and toffee. Dark chocolate is to the fore in the lengthy finish — this time closer to chocolate orange confectionery. £42 Currently not available in the U.S.",69.0,87,40.0,1.0
1854,Gavin Smith,"The Dalmore has added a new expression to its Travel Retail portfolio, namely Valour. This variant carries no age statement and maturation began in first-fill bourbon casks and 30 year old Matusalem oloroso sherry butts before undergoing a finishing period in port pipes. The result is a nose of black currants, caramel, and musty sherry. The palate is medium-sweet, with damsons, Jaffa oranges, and printer’s ink. Dark berries emerge in time. The finish embraces drying spices, figs, and mildly astringent oak.",72.0,87,40.0,1.0
1855,John Hansell,"Style: Highland single malt scotch Color: Gold Aroma: Quite fruity (especially apples). Hint of honey and caramel with subtle background oak. Prickling alcohol before the addition of water. Palate: Smooth and mouth-coating. Nicely balanced. Delicately honeyed fruit notes up from, followed by oak and toffee, becoming dry and spicy with pleasant lingering oak.",300.0,87,57.8,1.0
1856,Dave Broom,"Equally honeyed; in fact here the finish (oloroso this time) seems to enhance the sweetness. Out comes Manuka honey, Greek yogurt, and heavy blossom notes while the sherry itself brings in a nutty, polished note. There’s just a hint of sulfur when you add water (Dalwhinnie is a sulfury new make). The finish is long with some Brazil nut. Try frozen with dessert.",81.0,87,43.0,1.0
1857,Gavin Smith,"Distilled in 1997 and bottled in 2014, this expression of Dalwhinnie spent a period finishing in oloroso sherry casks. The nose offers honey, ripe oranges, peach blossom, and creamy milk chocolate, with just a wisp of smoke. Full-bodied and sweet on the palate, with orange zest, walnuts, more honey, and fruit spices. The finish is long and warming, with a hint of peat and spicy oak.",85.0,87,43.0,1.0
1858,John Hansell,"Gold color. Aromas of toffee, nuts, and a hint of mint. Medium in body, with a malty, coating texture. The flavors evolve on the palate, with toffee up front, malty sweetness in the middle and nutty, finishing pleasantly dry with a hint of mint and vanilla.",135.0,87,49.4,1.0
1859,John Hansell,"A release chosen by Douglas Maclean (and named after his song “Caledonia”). Full sherry impact, but contained—not excessive or sappy. Rich, with nutty toffee, pot still rum, a variety of raisins (regular and golden), date, honeyed fruit, polished leather, and a hint of tobacco. Good resinous grip on the finish to balance the sweetness. The flavors are nicely integrated.",80.0,87,,1.0
1860,Gavin Smith,"Edradour, in Perthshire, is owned by independent bottler Signatory, who has released a wide variety of expressions during the past few years. However, the standard 12 year old remains a classic of its kind.  Cider apples, malt, almonds, vanilla, and honey on the nose, along with a hint of smoke and sherry. The palate is creamy and malty, with a persistent nuttiness and quite pronounced sherry, plus a touch of leather. Spices and sherry dominate the medium to long finish.",50.0,87,40.0,1.0
1861,John Hansell,"Matured in a “rejuvenated European oak” cask. Balance: that’s what I like best about this whisky. It’s not as individualistic or distinctive as the others, but that’s how I always think of Glen Elgin, so no surprise here. This is a solid effort: fruity and flowery, with notes of tangerine, marmalade, caramel apple, ginger, cut grass, cinnamon, almond paste, and underlying vanilla, lingering in a satisfying finish. (534 bottles) £250",406.0,87,61.1,1.0
1862,Dave Broom,"The least well-known of the Fogwatt trio which includes Longmorn and BenRiach, it’s unlikely that Glen Elgin will become a major brand anytime soon, given how important it is to blenders. A combination of long, slow ferments, and distillation coupled with worm tubs gives a ludicrously fruity spirit, which here is bulging with ripe peach, apricot, and Galia melon coated in cinnamon and nutmeg, given thick weight by the worm tubs. A classic. £34",52.0,87,43.0,1.0
1863,John Hansell,"Amber chestnut color. Aromas are rich and express great depth, with highlights of ripe fruit and wood spices. Well-rounded flavors are balanced very nicely, with a gentle sweetness up front that marries well with ripe fruit, becoming dry with background wood spice notes.",98.0,87,58.2,1.0
1864,Dave Broom,"Old gold in color. Obviously an old whisky, but a delicate one that has subtle complexities; the balance between the dried grass/hayloft, the dried orange peel, and stewed apple, for example. Sweet and fragrant, it shows chypre notes with water alongside a more gentle floral aspect. The palate is drier than the nose suggests, quite mineral, with a lacy character. The finish shows melon and mint. Glen Grant in gentle repose.£88",138.0,87,55.0,1.0
1865,Dave Broom,"Deep ruby with a yellow rim. Clearly mature, and heavily sherried. A highly concentrated nose: Marmite and soy sauce, and all the fresh fruits of youth reduced to essence. Drinkwise, it’s closest to Chinato: curative barks, dried herbs (mint, hyssop, oregano). The palate is unsurprisingly thick and lightly smoky, but the tannins aren't overly astringent, and there remains a sweet core still, even if the overall effect is dark. It’s not obviously Glen Grant, but it is a fascinating glass.",14999.0,87,54.4,1.0
1866,John Hansell,"Bright gold color. Big and firm on the palate. Quite fruity too (tangerine, pear, sultana, pineapple), on a dry malty foundation. Lighter notes of grass, hay, linseed oil, and dried vanilla add complexity. Dried fruit and malt finish. A really nice dram with gobs of character.",110.0,87,60.3,
1867,John Hansell,"Glen Scotia has always been the bridesmaid to Springbank. This is justifiable, considering that both production and availability of quality bottlings have been sporadic over the past decade or so. I like this one. It really shows the simple, coastal pleasantness of this Campbeltown distillery. Ripe malty notes are accompanied by brine, cut hay, banana cream pie, and honeyed vanilla. Lingering salty, malty finish. With all the sherried and wine-finished Springbanks recently on the market (not that there’s anything wrong with that), here’s a nice, no-frills, Campbeltown whisky.",114.0,87,46.0,1.0
1868,Gavin Smith,"The nose gives a whiff of vanilla fudge, then black pepper, sea salt, and a savory note develops. The palate yields maritime-tinged candied fruits and effervescent smoke. Slightly tarry in the finish. Macho!",88.0,87,46.0,1.0
1869,Gavin Smith,"Whiskies in Douglas Laing’s new Old Particular range are non-chill filtered and bottled at three strengths, with those aged 19 years and over being offered at 51.5%. This Glen Scotia was distilled in May 1992 and boasts a nose of violets, musky malt, soft smoke, and a fresh sea breeze. Big, spicy, and quite oily on the palate, with dark berries, black tea, and a note of tar. Long and dark in the finish, with oak tannins and persistent licorice. £85",137.0,87,51.5,1.0
1870,Gavin Smith,"The most expensive of Glen Scotia’s new trio has been finished in deeply-charred barrels and bottled non-chill filtered at cask strength. Soft and sweet on the nose, with peaches, fudge, and a hint of oak. Full-bodied and slightly oily on the palate, with wood spices, vanilla, and blackberries. Smoky ginger and lively char in the lengthy finish.",115.0,87,51.5,1.0
1871,John Hansell,"Although this distillery is operating, it remains one of the hardest Speyside whiskies to find. This is unfortunate. A fairly straight-forward whisky-pleasingly malty and somewhat viscous on the palate, with some grassy notes. The extra years, with this particular bottling anyway, have allowed the whisky to blossom, become a little more intriguing and heavier. Along with malt and grassy notes, I’m picking up citrus fruit (especially on the nose), toffee, nuts, freshly ground roasted cocoa beans, nougat, and vanilla fudge.",210.0,87,46.0,1.0
1872,Gavin Smith,"This is a single cask (#729) bottling, distilled in 1982, and the outturn was just 260 bottles. Soft and supple on the waxy nose, with worn leather, Jaffa oranges, and malt. Lots of leather, with brittle toffee, orange creams, and a slightly musty note on the full palate. Mouth-drying in the lengthy finish, but the tannins never come close to overwhelming. £280",451.0,87,46.0,
1873,John Hansell,"Over the past decade there has been no shortage of Glendronach expressions. I know of at least one 15 year old, an 18 year old, a 19 year old, a 1968 vintage, and four different 12 year old versions. My favorite of the range was the limited edition 19 year old released here in the U.S. about a decade ago. The 1968 Vintage, which you can still find on retailers’ shelves, is also a worthy dram. But this new 12 year old “Original” expression is certainly my favorite of the 12s (and the 15). I feel that Glendronach expresses itself best when it is not dominated by the sherry, allowing a greater balance of flavors. This whisky was originally matured in sherry casks, but was then (fortunately) aged in bourbon casks for the remainder of its maturation. The result? A richly flavored, nicely balanced whisky expressing notes of sherried fruit, burnt caramel, light toffee, and nuts, all underpinned by a soothing malty foundation. Yum!",48.0,87,,1.0
1874,John Hansell,"The rich, sweet Sauternes dessert wine adds its signature. Quite lush, with golden raisin, crème brûlée, rhubarb pie, honey-kissed citrus, and creamy vanilla. A lovely example of a dessert whisky — comforting, warming, and embracing. (I would also enjoy this after a brunch of crepes, fresh fruit, and maple syrup.)",75.0,87,,1.0
1875,Gavin Smith,"This batch of GlenDronach’s popular cask strength has been aged in a combination of oloroso and Pedro Ximenez sherry casks. Malt, honey, rose blossom, and chocolate-coated Turkish Delight, plus emerging vanilla on the nose. The palate is full and rounded, very sweet, with more milk chocolate and very gentle spice. The finish is lengthy, with milky coffee, sweet spices, and subtle oak.",72.0,87,55.3,1.0
1876,Dave Broom,"This is a refill (or in 'Farclas terms, ‘plain’) hogshead, so there is less wood on show and more distillery. The nose is like a gentleman’s club at lunchtime: roasting meat, some pipe tobacco, polished wood, and the scent of a freshly-dug garden wafting through the windows. The palate shows slightly more fresh fruitiness (in line with the 1971 cask). There’s decent grip; think treacle this time. Fluxes and changes, which makes it all the more intriguing. £246",386.0,87,50.8,1.0
1877,Dave Broom,"A refill hogshead this time, which when combined with its (relative) youth throws the distillery character into even greater focus. Positively light to start with, a green edge to the dry grass seen in the 1970s and more of the fruity notes hinted at in the 1982. All the time, though, it is anchored by meaty earthiness and that distinctive burnt note. The finish is a little short, but all in all a very appetizing example. £250",392.0,87,51.0,
1878,Dave Broom,"This comes from a refill butt and has a light, paler color. The lack of huge oak interaction has given an amazing freshness; think of freshly-applied plaster, syrup, hot green bracken, a touch of nuttiness. It takes water well, allowing pure, soft fruits to come through, and it is these which become almost syrup-like in the mouth, while never losing Glenfarclas’ central depth and roasty richness in the center. £865",1456.0,87,57.5,1.0
1879,Dave Broom,"Surprisingly pale (you see the issue, Macallan?), but long aging in refill casks helps eliminate the bluntness of oak and can produce aromas that have been reduced and then taken into an exotic realm; here manifested as quince paste and kumquat followed by crystallized and candied fruits. The palate is subtle and soft with light heat, toasted chocolate, white currant, and then overwhelming cherry blossom. Exotic is the word. Bottled for China, but may be given a wider release. £3,000",,87,40.0,1.0
1880,Dave Broom,"One of a trio of new whiskies that have spent time in Glenfiddich’s new solera vats, this will surprise many because of its overt smokiness that’s like a bonfire in a pear orchard. Some ferny greenness adds to the freshness. The reverse happens on the palate, with the smoke being held in check by the soft mouthfeel (which could be solera-enhanced), ripe fruits, and gentle creaminess. (Travel Retail; Asia only, currently.)£70",111.0,87,40.0,1.0
1881,Gavin Smith,"One of two initial releases in Glenfiddich’s Experimental Series, this is a non-chill filtered expression. A vatting of twenty casks, including first-fill bourbon, sherry butts, and port pipes. The nose is fragrant and faintly oriental, with vanilla, Jaffa oranges, and apricots. The palate is full and sweet, with oranges and lemons, fudge, plump sultanas, milk chocolate, and tangy spices. Drying steadily to fruity oakiness in the relatively lengthy finish. £50",62.0,87,47.0,1.0
1882,Gavin Smith,"One of two new Glen Garioch vintages to be produced under the auspices of Morrison Bowmore Distillers’ master blender Rachel Barrie, this 1995 offering is due to appear in the U.S. next year. 1,000 cases are available and maturation has taken place in first-fill bourbon casks. Spice, vanilla, pears, honey, and very discreet smoke on the nose. Hazelnuts, baked bananas, apple strudel, and lots of spice on the sweet creamy palate, backed up by a gentle note of lingering char. £55",86.0,87,55.3,1.0
1883,Gavin Smith,"Wemyss Malts has bottled this 23 year old hogshead-matured example of Glen Garioch from the Aberdeenshire village of Oldmeldrum. Just 322 bottles were yielded by the cask. Cigarette tobacco, brittle toffee, and a hint of aniseed on the nose. Vanilla develops, along with strawberries, apples, and pears. Rich malt, walnuts, cooked apple, and cinnamon on the palate. The spicy finish features old leather and pepper. £105",95.0,87,46.0,1.0
1884,Gavin Smith,"The first of four ‘chapters’ under the Renaissance banner, all of which will consist of spirit made since Glen Garioch reopened in 1997. This 15 year old release has been matured in sherry and bourbon casks, and 12,000 bottles are available. Ginger features on the early, perfumed nose, with soft toffee, oranges, and dates. Milk chocolate on the creamy palate, where the ginger theme continues, along with cinnamon and caramel. The finish offers rich chocolate and orange, which finally fades. £75",108.0,87,51.9,1.0
1885,Gavin Smith,"This malt is actually 36 years old, having spent its first 34 years in a refill hogshead before two years of maturation in a first fill ex-Sauternes cask. The out-turn was 280 bottles. Mellow on the nose, with fresh oranges and apples, developing toffee, and violets. Smooth and fruity on the palate, with dark chocolate, pepper, and discreet tannins. Long in the finish, with fruity oak. £400",637.0,87,43.0,1.0
1886,John Hansell,"While younger Glengoyne whiskies are enjoyable but often fairly straight-forward in flavor, the older expressions develop nicely in depth. Regardless of age, there’s always a creamy maltiness as the foundation of the whisky. For this expression, notes of honey, cookie dough, dry spice notes (vanilla, cinnamon) and soft fruit (citrus, apple) round out the palate. This whisky is clean, polished, and very drinkable. A new addition to the Glengoyne line, and very welcome.",80.0,87,43.0,1.0
1887,John Hansell,"Deep gold color. A very delightful aroma that defies its age, with notes of rich creamy vanilla, exotic tropical fruit, honey, and toasted oak. Rich, mouth coating texture and body. Its flavor starts out like its aroma-creamy vanilla, tropical fruit, honey-then turns dry and becomes very dry, leathery, and oaky on the finish. Soothing, long dry finish.",200.0,87,46.0,1.0
1888,John Hansell,"I enjoy Glenlivet whisky for its subtle elegance, floral notes, along with a delicious ""peaches & cream"" flavor. For this particular whisky, finishing some of the whisky in new French oak barrels adds depth, dried spice (vanilla, clove) and pleasing dryness to the Glenlivet profile. This whisky is more polished and refined than the 12 year old expression it replaces.",50.0,87,40.0,1.0
1889,John Hansell,"Style: Highland single malt scotch Color: Gold Aroma: Subtly complex and somewhat dry, with notes of vanilla, almonds, hay, freshly cut grass, and a hint of smoke. Palate: Clean and malty up front, becoming dry as it begins to reveal its age, as the maltiness turns into a potpourri of spice and dried fruit. Dry on the finish and spicy-almost peppery. Its finish is big and long for a Glenmorangie whisky.",200.0,87,43.0,1.0
1890,John Hansell,"Finished in port casks. Like the Nectar D’or above, this expression adds lushness, body, and a sweet complexity (but with darker fruit and spice than the Nectar D’or) while still allowing Glenmorangie’s complexity to shine through.",70.0,87,46.0,1.0
1891,Gavin Smith,"This NAS Glenmorangie contains whisky aged in bourbon casks and some that was ‘extra-matured’ in Spanish oloroso sherry casks, as per Glenmoragie Lasanta. The result is a variant with more of a winter fireside vibe than found in Original. The nose boasts dates, plain chocolate, caramel, and Jaffa oranges. Rich and fruity in the mouth, with more oranges, plus sultanas, roasted chestnuts, cinnamon, and ginger. The finish is medium in length, fruity, gingery, and ultimately slightly bitter. £40",58.0,87,43.0,1.0
1892,John Hansell,"Amber gold color. Rich, honeyed malt in aroma. Quite floral, with subtle notes of dried fruit. Full, rich body. Very malty flavors, with notes of honeyed fruit up front, turning dry on the finish with notes of oak, vanilla, and dried fruit.",56.0,87,43.0,1.0
1893,John Hansell,"Very bright and lively, with a nice balance of flavors. Zesty fruit (lemon, peach, ripe pineapple, golden raisin) on a bed of layered sweetness (creamy vanilla, light honey, lightly toasted marshmallow, and a hint of coconut). Gently dry, delicately spicy, dried citrus finish. Light enough and with enough zing to enjoy before dinner, but it should stand up well enough after dinner, too. This is a nice whisky, but it shows a lighter, more elegant side of Glenrothes. It doesn’t express the rich, opulent notes often shown in bottlings like the 1972 Vintage, for example.",78.0,87,,1.0
1894,Dave Broom,"Though this has been on the shelves in the UK for a while, its U.S. release has been delayed. It shows a classic mature ‘Rothes nose, mixing moist fruitcake, vanilla, and a tickle of maltiness. What sets this apart is the weight of the stewed fruit and a dry note reminiscent of light rain on tweed. The palate is typically slow with a sparky spiciness and a lick of hazelnut butter to caress your throat. Worth the wait.",322.0,87,43.0,1.0
1895,Dave Broom,"A new NAS, this has a thick, silky nose in classic ‘Rothes style which reminds you of coffee cream icing, hazelnut syrup, semi-dried soft fruits, and horchata. The palate has elegance and poise, with a hint of menthol lifting off into pecan and light grippy oak. Has excellent length and mellow flow. Water slightly reduces its voluptuous charms, so be careful (or simply avoid). Praise for revealing all the vintages used, and the fantastic price. Chapeau! £39",60.0,87,40.0,1.0
1896,Gavin Smith,"A comparatively rare independent bottling of what is, in any case, a hard to find single malt. Distilled in 1990, matured in an American oak hogshead (#646), and bottled at cask strength. White pepper, damp earth, violets, cinnamon, and slight saltiness on the nose. The pepper blackens on the idiosyncratic palate, with cough syrup, big spice notes, and dark berries. Long and peppery in the finish, with developing oak tannins.",140.0,87,55.8,1.0
1897,John Hansell,"The only sherry cask-aged Rarest of the Rare whisky reviewed here. Rich thick cut marmalade, combined with chewy toffee, sultana, and nuts. The oak adds spice, balance, and complexity. This isn’t a one-trick (sherry) pony. There’s a lot going on here. Spicy, resinous finish. One of the best Glenugies I have tasted.",215.0,87,58.0,
1898,John Hansell,"The darkest and most decadent of the three 15 year olds here. Notes of molasses, demerara rum, apricot, and dates. More subtle notes of mixed nuts, sap, tobacco, and fig, with just a hint of Moroccan spice and leather. Surprisingly complex for a whisky this young, and the most intriguing of the younger expressions reviewed here. (Bottled for Beltramo’s Fine Wines & Spirits)",78.0,87,53.6,1.0
1899,John Hansell,"Deep gold color. Nicely balanced aroma of honeyed malt, fruit, floral notes, and a hint of the sea. Medium in body and smooth. The palate begins with soothing honey notes, followed by a rich maltiness. Ripe fruit flavors emerge, lush and delicious. The whisky eventually becomes dry and floral, with a suggestion of salt.",48.0,87,46.0,1.0
1900,Gavin Smith,"Following on from Thor, Loki is the second release in Highland Park’s Valhalla Collection. Loki has been matured in a mix of sherry and heavily-peated casks. Initial notes of marzipan on the nose, then orange, oriental spices, and chili. In time, yellow plums, vanilla, and floral notes. Soft and sweet on the palate, with pink grapefruit, overt smoke, and a touch of salt. The finish features contrasting barbecue and vanilla notes, citrus, and lots of spice.",250.0,87,48.7,1.0
1901,Gavin Smith,"ICE Edition is a 17 year old matured predominantly in bourbon casks. Just 30,000 rather extravagantly presented bottles are available globally.  Fresh and fruity on the nose with light trademark Highland Park sweet smoke, ginger, and a hint of dry earth. In time the fruits become more clearly defined as pears and peaches. Full and viscous on the palate; vanilla, pepper, brief orchard fruits, then dry peat, licorice, aniseed, and a lingering, relatively dry finish.",270.0,87,53.9,1.0
1902,Gavin Smith,"Valkyrie replaces the current Dark Origins expression and was matured in a combination of first-fill American oak sherry casks, American oak bourbon casks, and European oak sherry casks, along with some refill casks. Apricots and aromatic wood smoke on the nose; slightly oily, with raisins. Stewed fruits on the palate, with earthy peat, licorice, and black pepper. Aniseed, dark berry notes, and wood spice in the finish.",71.0,87,45.9,
1903,Gavin Smith,"Named for Highland Park Distillery’s founder, Magnus Eunson. It has been matured in first-fill and refill American oak sherry casks. The nose offers honeysuckle, vanilla, rising bread dough, and faint, aromatic wood smoke. Slightly smoky orchard fruits on the early palate, with sultanas, ripe cherries, and cinnamon. Medium to long in the finish, with drying fruit notes, wood spice, and ultimately, licorice sticks. (U.S. exclusive)",40.0,87,40.0,
1904,Gavin Smith,"Full Volume is a U.S.-exclusive bottling that was distilled in 1999 and matured entirely in first-fill bourbon casks. The nose is fragrant, with canned pears and vanilla ice cream, coconut, and a very subtle wisp of smoke. Quite thin on the palate, nutty, mildly herbal, with tropical fruits. Ashy peat smoke, cocoa powder, and wood spice in the medium-length finish.",100.0,87,47.2,1.0
1905,John Hansell,"Amber copper color. Very mature aroma of oak, damp earth, peat smoke, licorice, soft citrus, and seaweed. Full-bodied and somewhat oily. A gently sweet vanilla note up front-albeit very briefly-then a quick flash of citrus fruit and seaweed. After that it's a battle between peat smoke and oak, with the oak ultimately winning. Very long, dry, smoky finish.",500.0,87,42.4,1.0
1906,John Hansell,"Matured in a sherry cask. Chock full of ripe fruit, but still quite feminine in personality. Firm malt foundation, almost buttery in texture, with juicy oak, maple syrup, raspberry (red and black), strawberry, and dates, peppered with gentle spice (cinnamon, ginger). While this is a very enjoyable whisky, I have tasted some excellent Linkwood bottlings, including the standard 12 year old from back in the early 1990s, that brandished less sherry, allowing more of Linkwood’s gentle nature to blossom. Still, the sherry influence here is pristine, and it gives as much as it masks. (430 bottles)£200",325.0,87,58.2,1.0
1907,Dave Broom,"The combination of Linkwood and sherry cask can be to the detriment of such a perfumed whisky. Not here. The nose speaks of caramel toffee, demerara sugar, and while an oaky touch is there it’s light, allowing plump sultanas, rose, and a delightful balsamic cider vinegar note to emerge. The palate is relaxed and gentle, with darker fruits. There’s sufficient body to cope with the tannic squeeze. It needs water to reach ideal balance. Lovely. £65",108.0,87,48.0,1.0
1908,Gavin Smith,"The latest incarnation of Springbank’s Longrow Red matured for 11 years in port casks before being bottled at cask strength. The nose is sweet, with cherries, caramel, new leather, chewing tobacco, and soft peat. Voluptuous in the mouth, with a palate of rich peat, summer berries, and toffee apples, with growing spice notes, and light oak. Lengthy in the finish, with cinnamon, peat, sweet oak, and red berries.",82.0,87,51.8,1.0
1909,Dave Broom,"Longmorn always has this fruitcake thing going on and this is no exception. A sherry hoggie  helped provide sultana, cake mix, grilled almond, rhubarb puree, and a little cigar box. The palate is very fruity, with light Darjeeling-like tannins, then red fruits. It becomes nuttier as it moves and needs water to add ripeness to the stone fruit base. Highly recommended and extremely well priced. £80",135.0,87,49.7,1.0
1910,John Hansell,"Amber mahogany color. Its 50 years of age are evident in the nose-there's plenty of resinous wood spice notes (especially clove). Also on the nose is citrus (especially orange), a potpourri of dried fruit, light toffee, and a hint of smoked nuts. The body is thick and viscous. The palate expresses flavors similar to its aroma, finishing dry and long.",,87,48.8,1.0
1911,Dave Broom,"A vatting of sherry casks from (apparently) royally significant dates with an outturn of 2012 (get it?) bottles. Auburn in color, it has a fruit compote nose mixed with citrus, and a little hint of gravy browning in the background. This mix of the exotic—oil of clove on the tongue, the sweet and light grip—makes for a very intriguing, concentrated, and layered palate. Think of Turkish Delight and crystallized ginger. Try the distillery shop for stock. £350",549.0,87,52.0,1.0
1912,Dave Broom,"People tend to moan about Macallan having lost its mojo. Not here. This is a vatting of different sized American and (mostly) European oak casks, so no surprise that it’s oak-led, but Macallan is a heavy distillate and it needs oak to prosper fully. Here you get rosin, marmalade, green fig jam, and the power of concentrated oils. The palate is powerful and supple, with some clove, ginger, and yet more chocolate. Substantial and well worth checking out.",90.0,87,48.0,1.0
1913,Gavin Smith,"Along with Auchroisk, Mannochmore is one of Diageo’s well-kept secrets. This 1990 distillate was matured in first-fill American oak hogsheads and European oak butts. Oily orange notes on the nose, plus vanilla, brittle toffee, and honey. The palate is substantial, rich, and sweet, with figs, sultanas, banana, and more honey, plus developing cloves. Raisins and plain chocolate in the long, spicy finish. Diageo Special Releases 2016 bottling. (3,954 bottles)",400.0,87,53.4,
1914,John Hansell,"Straw gold color. Very mature aromas of oak and citrus, with a hint of smoke, dry vanilla, floral and spice notes. Flavors are very mature and fairly dry throughout, mirroring the aroma’s dominant oaky vanilla notes, with citrus, and subtle smoke. Long, lingering finish.",175.0,87,40.8,1.0
1915,John Hansell,"Pleasingly sweet and fruity, with notes of caramel apples, berries in honey, vanilla, and ripe pear. Fresh brine and subtle mint emerge occasionally and linger on the finish. Nicely balanced, more complex with a wider range of flavors than the Old Pulteney 21 year old.",80.0,87,46.0,1.0
1916,Gavin Smith,"Scotland’s northernmost mainland distillery, located in the historic port of Wick, is owned by Inver House. The ‘entry level’ 12 year old expression is widely available. The nose presents pleasingly fresh malt and floral notes, with a touch of pine. The palate offers a fuller bodied, sweeter whisky than the nose might lead one to expect, with more malt, spices, fresh fruit, and a suggestion of salt. The finish is medium in length, drying, and decidedly nutty.",35.0,87,40.0,1.0
1917,Gavin Smith,"Gordon & MacPhail bottled a 21 year old expression from Scotland’s northernmost mainland distillery for the U.S. market earlier this year. Sweet on the nose, with honey and vanilla; fleetingly, stewed apricots and peaches, plus a hint of caramel. Intensely focused, sweet tropical fruits on the palate, with barley sugar. Becoming nuttier, with an edge of mixed spices. Spice fading to milk chocolate in the medium-length finish, with just a suggestion of brine.",120.0,87,43.0,1.0
1918,Gavin Smith,"Maturation of the Pentland Skerries bottling of the Lighthouse Collection has taken place exclusively in former Spanish sherry casks, which lends the nose rich, dark sherry and Christmas cake notes, caramel and old leather, along with the distillery’s characteristic saltiness, which here comes across as salted peanuts. Full-bodied and slick in the mouth, overt sherry, sultanas, figs, spice, and contrasting brine. Mild maritime notes and autumn fruits combine with prunes and sherry in an accomplished, after-dinner finish. £55/liter",92.0,87,,1.0
1919,Dave Broom,"Here’s a classical Port Ellen, where the intense, even monomaniacal delivery of smoke mixes with damp face flannel, purple smoke, green ferns, and rapeseed oil. Lots of minerality, to the point of being almost flintily uncompromising. Water makes it more naked. The palate is excellent, with an explosion of preserved lemon-accented smokiness, touches of Spanish paprika, a sweet syrupy center, before a massive licorice finish. Peatiness for the purist, but whenever was that different? (2,958 bottles).",2000.0,87,55.0,1.0
1920,John Hansell,"Delicately floral (lavender, rose) and perfumed, with notes of chamomile, hay, soft vanilla and gentle malt. Creamy and soothing, with a gently dry finish. Lots of depth for a lighter weight whisky. A lovely aperitif. I feel Rosebank is freshest and best when it is young. With the distillery closing in 1993, now’s the time to act, and this is one of the better bottlings I’ve tasted.",60.0,87,43.0,1.0
1921,Gavin Smith,"As part of its program to make available single malts from all five of its Scotch whisky distilleries, Bacardi subsidiary John Dewar & Sons has now released a trio of bottlings from Royal Brackla, situated near Nairn in the Scottish Highlands. The 12, 16, and 21 year old expressions are initially available in ten markets, Including the UK, U.S., and Canada.
More restrained on the nose than the 12 and 16 year old variants, with green apples, melons, and damp grass. The palate is silky and refined, with fresh fruits, just a hint of sherry, light spice, and a wisp of smoke. Aniseed and drying old oak in the earthy, lengthy finish.",270.0,87,40.0,1.0
1922,Gavin Smith,"Glansa is described as a “peated whisky cask finish,” with the majority of its unspecified maturation time being spent in first-fill American oak casks. Madeira notes on the nose, with vanilla, honey, and pears. Richly fruity on the palate, with cocoa powder, vanilla, caramel, and mild wood smoke. Dark berries emerge from the background. The dark fruits continue through the lengthy finish, where smokiness increases.",72.0,87,40.0,
1923,John Hansell,"Antique gold color. Mature aromas of creamy vanilla, thick coconut, oak, and a hint of mint. The classic Springbank sea breeze aroma struggles for recognition. Medium body and oily in texture. Flavors deliver what the aroma promises, with additional dry wood spices and a very long finish.",950.0,87,46.0,1.0
1924,John Hansell,"A round of single cask Springers matured completely (not finished) in various wine casks for the U.S. market. All four are solid efforts — it’s really a matter of personal preference. A general comment: most of the single cask releases are matured in some sort of wine or rum cask. While this is nice, I would love to see several single cask, cask strength, and fully-matured ex-bourbon barrel bottlings offered for a change. 

Citrus, exotic wood, and botanicals on the nose and palate. Indeed, there’s a bit of intrigue here. Nice balance, with roasted nuts, pecan pie, and more exotic wood on the finish.",100.0,87,55.4,1.0
1925,Gavin Smith,"This expression from the Campbeltown distillery of Springbank was distilled in April 2000, matured for six years in refill bourbon barrels, and then for another six years in Calvados casks. The outturn was 9,420 bottles. Toffee apples dipped in soft spices on the nose, with a follow through of vanilla. Quite viscous on the palate, with white wine, red peppers, and cinnamon, along with a tang of peat. Lime marmalade and a touch more peat in the relatively dry finish.",105.0,87,52.7,1.0
1926,Gavin Smith,"This is the second ‘Green’ release from Springbank, denoting the use of organic barley, following on from a 12 year old in 2014. This variant has been fully matured in sherry casks and 9,000 bottles are available. White pepper, ozone, and wet sand on the early nose. Ultimately, cocoa powder, baked apple, and sultanas. The palate is initially very sweet and spicy, with salt and fruity sherry developing. The finish is medium to long, warming, with a salty tang.",77.0,87,46.0,1.0
1927,Gavin Smith,"As part of a rebranding of the entire Talisker range, Diageo has brought its Special Releases 25 and 30 year old cask strength expressions into the full-time fold, reduced in strength to 45.8%. Sweet and buttery on the nose; soft fruits and fragrant malt, milk chocolate, and dry, crumbling peat. Citrus fruits (notably lemon), licorice sticks, black pepper, and scorched wood on the palate. Dry and oaky in the lengthy finish, with peat notes and allspice to the end. £300",471.0,87,45.8,1.0
